collision_index,casualty_reference,casualty_class,casualty_severity,sex_of_casualty,age_band_of_casualty
32270,2,1,3,1,6
32271,1,1,3,1,9
32272,1,1,2,1,9
32273,1,3,3,1,5
32274,1,3,2,2,4
32275,1,1,2,1,6
32276,1,1,3,2,10
32277,1,1,3,1,6
32278,1,1,3,1,10
32279,1,1,3,1,7
32280,1,2,3,2,6
32281,1,1,3,1,4
32282,1,1,3,1,4
32283,2,1,3,1,9
32284,1,1,2,1,7
32285,1,1,3,1,11
32286,1,3,3,2,10
32287,1,1,3,1,8
32288,1,1,3,1,7
32289,1,1,3,1,3
32290,1,1,3,1,3
32291,1,2,3,1,7
32292,1,1,2,1,4
32293,1,2,3,2,-1
32294,1,1,3,1,4
32295,1,1,3,1,6
32296,1,1,3,2,7
32297,1,1,3,1,8
32298,1,2,3,2,7
32299,1,3,2,2,8
32300,1,1,3,1,4
32301,1,3,3,2,4
32302,1,1,3,1,4
32303,2,2,3,2,8
32304,3,2,2,2,1
32305,1,1,2,1,5
32306,1,2,3,2,7
32307,1,1,3,2,6
32308,2,1,3,1,7
32309,1,1,3,2,6
32310,1,1,3,2,11
32311,1,1,3,1,6
32312,1,1,3,1,4
32313,1,3,3,2,3
32314,1,1,3,1,6
32315,1,1,3,1,9
32316,1,3,3,2,11
32317,2,1,3,2,5
32318,1,1,3,2,8
32319,1,3,3,1,9
32320,2,3,3,1,6
32321,3,3,3,1,7
32322,1,1,3,1,7
32323,1,2,3,2,5
32324,1,3,3,2,9
32325,1,2,3,1,2
32326,1,1,3,1,7
32327,2,1,3,2,10
32328,1,1,3,2,6
32329,1,1,2,1,6
32330,1,2,3,1,5
32331,1,3,3,2,8
32332,1,3,2,2,11
32333,1,1,2,1,9
32334,1,1,2,2,11
32335,1,1,3,1,9
32336,1,1,3,1,7
32337,2,1,3,1,7
32338,1,1,3,1,5
32339,1,1,3,1,-1
32340,1,2,3,1,9
32341,1,1,2,1,7
32342,1,2,3,2,9
32343,2,1,3,1,9
32344,1,1,3,1,8
32345,1,2,3,2,7
32346,1,3,3,1,7
32347,1,1,3,2,7
32348,1,1,3,1,7
32349,1,1,3,1,11
32350,1,1,3,1,7
32351,2,1,3,2,8
32352,1,1,3,2,8
32353,1,1,3,1,7
32354,1,1,3,2,8
32355,1,2,3,2,-1
32356,1,2,3,2,6
32357,1,2,3,2,-1
32358,2,2,3,2,-1
32359,3,2,3,2,-1
32360,1,1,3,2,7
32361,1,3,2,1,8
32362,1,2,3,2,11
32363,1,2,3,1,10
32364,1,2,3,2,-1
32365,1,3,3,2,9
32366,1,2,3,2,10
32367,1,1,2,1,9
32368,1,1,3,2,6
32369,1,3,3,1,3
32370,1,1,3,1,9
32371,1,1,3,2,11
32372,1,1,3,1,6
32373,1,2,3,1,3
32374,2,1,3,2,7
32375,1,1,3,1,7
32376,1,1,2,1,10
32377,1,3,3,1,6
32378,1,1,3,1,6
32379,1,1,3,2,7
32380,1,1,3,1,5
32381,1,3,3,1,6
32382,1,1,2,1,9
32383,1,1,3,1,6
32384,1,1,3,1,7
32385,1,1,3,1,7
32386,1,1,3,2,7
32387,1,1,2,2,8
32388,1,1,2,1,4
32389,2,2,2,1,4
32390,1,2,3,2,6
32391,1,1,3,1,4
32392,1,1,2,1,10
32393,1,1,3,2,7
32394,1,2,3,1,7
32395,1,1,2,1,7
32396,1,1,2,1,3
32397,1,1,2,1,9
32398,1,1,2,1,6
32399,2,2,2,2,6
32400,1,3,3,1,6
32401,1,3,3,1,3
32402,1,1,2,1,9
32403,1,1,3,1,3
32404,1,1,3,2,6
32405,1,1,2,1,8
32406,1,1,2,1,6
32407,1,1,3,2,6
32408,1,1,3,1,7
32409,1,3,3,1,3
32410,1,1,2,1,9
32411,1,1,3,2,7
32412,1,1,3,2,8
32413,1,1,3,1,9
32414,1,1,3,1,6
32415,1,1,3,2,7
32416,2,1,1,1,10
32417,1,1,2,1,5
32418,1,1,3,1,5
32419,1,1,3,1,6
32420,1,1,3,1,7
32421,1,3,3,2,5
32422,1,1,3,1,9
32423,1,1,3,1,10
32424,1,1,3,2,7
32425,1,3,3,1,7
32426,1,1,3,1,5
32427,1,1,3,2,3
32428,1,2,3,1,1
32429,1,2,3,1,7
32430,1,1,3,1,8
32431,1,2,2,2,3
32432,2,2,3,2,2
32433,1,1,3,1,4
32434,1,1,2,2,5
32435,1,3,3,1,10
32436,1,2,2,1,7
32437,1,3,3,1,3
32438,1,1,3,1,6
32439,1,1,3,1,6
32440,2,2,3,2,8
32441,1,1,3,1,4
32442,2,2,3,1,9
32443,1,1,3,2,11
32444,1,1,2,1,8
32445,1,3,3,1,1
32446,1,1,3,2,7
32447,1,2,3,1,1
32448,1,1,2,1,4
32449,1,2,3,2,11
32450,2,2,3,1,-1
32451,1,1,3,1,6
32452,2,1,3,2,10
32453,1,1,3,1,4
32454,1,1,3,2,6
32455,1,3,3,1,5
32456,2,3,2,1,5
32457,1,1,3,2,5
32458,2,2,3,1,7
32459,1,1,2,1,8
32460,1,1,2,2,7
32461,1,2,3,1,11
32462,1,1,3,2,6
32463,1,3,2,1,5
32464,1,1,3,2,9
32465,1,1,3,1,9
32466,1,3,2,2,5
32467,1,1,3,1,6
32468,1,1,2,1,5
32469,2,1,3,1,6
32470,1,1,3,1,8
32471,1,1,3,2,6
32472,2,2,3,2,8
32473,1,1,3,1,7
32474,1,1,2,2,9
32475,1,1,3,1,6
32476,1,1,2,1,4
32477,1,2,3,2,7
32478,2,1,3,1,6
32479,1,3,3,2,9
32480,2,3,3,1,8
32481,1,1,2,1,11
32482,1,1,3,1,3
32483,1,1,3,1,7
32484,1,3,2,1,8
32485,1,1,3,2,8
32486,1,1,3,2,8
32487,1,1,3,2,8
32488,1,1,2,1,3
32489,1,1,3,2,8
32490,1,1,3,1,4
32491,1,1,2,1,4
32492,2,2,3,2,10
32493,1,1,1,1,11
32494,1,1,3,1,6
32495,2,2,3,2,5
32496,1,1,2,2,7
32497,2,2,2,1,2
32498,1,3,2,1,3
32499,1,1,3,1,3
32500,2,1,3,1,3
32501,1,1,2,1,4
32502,1,1,3,1,4
32503,1,1,3,1,5
32504,1,1,3,2,6
32505,1,1,1,1,7
32506,1,1,3,1,7
32507,2,2,3,2,6
32508,1,1,3,1,4
32509,1,2,3,2,8
32510,1,1,3,1,5
32511,1,3,3,1,7
32512,1,1,3,1,8
32513,1,1,2,1,6
32514,1,2,3,2,1
32515,1,3,3,2,6
32516,1,1,3,1,8
32517,1,2,3,2,8
32518,1,1,2,1,9
32519,1,3,3,1,5
32520,1,1,3,1,9
32521,1,1,2,1,10
32522,1,1,3,2,7
32523,1,1,3,1,7
32524,1,1,3,1,6
32525,1,3,3,2,6
32526,1,1,3,1,5
32527,1,3,3,1,9
32528,1,3,3,2,6
32529,2,1,3,2,6
32530,1,1,2,1,7
32531,1,1,3,1,7
32532,1,2,3,2,2
32533,1,1,3,1,6
32534,1,3,3,2,7
32535,1,3,3,1,1
32536,1,1,3,2,3
32537,1,1,3,1,4
32538,1,1,2,1,7
32539,1,1,3,1,8
32540,1,1,3,1,4
32541,1,3,2,2,3
32542,1,1,3,1,9
32543,1,2,3,2,8
32544,2,2,3,2,10
32545,1,2,3,2,-1
32546,1,1,3,1,8
32547,2,1,3,1,6
32548,1,3,2,1,4
32549,1,1,3,2,4
32550,2,2,3,2,8
32551,1,1,3,2,6
32552,1,1,3,1,3
32553,1,1,1,1,7
32554,1,1,2,1,8
32555,1,1,3,2,4
32556,2,2,3,2,4
32557,1,1,2,1,10
32558,1,1,3,1,-1
32559,1,3,3,2,7
32560,1,1,2,1,6
32561,2,1,3,2,10
32562,3,2,3,2,7
32563,1,1,3,1,6
32564,4,2,3,2,6
32565,1,2,3,1,4
32566,2,1,3,1,6
32567,3,2,3,1,4
32568,4,2,3,1,4
32569,1,1,2,2,4
32570,1,1,3,1,7
32571,1,1,3,2,10
32572,1,1,3,1,5
32573,1,1,3,1,8
32574,1,1,3,2,8
32575,1,1,3,1,5
32576,1,1,3,1,6
32577,1,2,3,1,2
32578,1,1,2,1,4
32579,1,1,3,1,7
32580,2,1,3,2,4
32581,1,1,3,2,8
32582,1,2,3,1,1
32583,2,1,3,2,5
32584,1,1,3,2,8
32585,1,3,3,1,3
32586,1,3,3,1,3
32587,1,2,3,2,9
32588,1,1,3,1,6
32589,2,2,3,2,2
32590,3,2,3,2,3
32591,1,1,3,1,7
32592,2,2,2,2,9
32593,1,1,3,1,4
32594,1,1,3,1,11
32595,1,3,3,2,8
32596,1,1,3,1,10
32597,1,1,2,1,7
32598,1,1,3,1,2
32599,1,1,2,1,4
32600,1,1,3,1,7
32601,3,1,3,1,7
32602,2,2,2,2,10
32603,1,1,2,1,7
32604,1,1,3,1,8
32605,1,1,2,1,6
32606,1,2,3,2,9
32607,1,1,3,2,6
32608,1,3,3,1,9
32609,1,3,3,1,9
32610,1,1,3,1,6
32611,1,1,3,1,4
32612,1,1,2,2,11
32613,2,2,3,1,10
32614,3,1,3,2,9
32615,4,2,3,1,1
32616,5,2,2,1,2
32617,1,1,2,1,9
32618,2,1,3,1,8
32619,1,1,3,1,7
32620,2,2,3,2,5
32621,1,1,3,1,10
32622,1,2,3,2,2
32623,1,2,3,2,7
32624,1,1,2,1,7
32625,2,1,3,1,5
32626,1,3,3,1,9
32627,4,1,2,1,6
32628,1,1,3,1,10
32629,2,2,2,2,10
32630,3,1,3,1,6
32631,1,1,2,1,9
32632,1,1,3,1,5
32633,1,1,3,1,6
32634,1,1,3,1,3
32635,1,3,2,2,2
32636,1,1,3,2,8
32637,1,3,3,1,3
32638,1,1,2,1,5
32639,1,1,3,1,7
32640,1,1,3,2,5
32641,1,1,3,2,7
32642,1,1,3,2,5
32643,1,1,3,2,7
32644,1,1,3,1,6
32645,1,3,3,2,1
32646,1,2,2,2,1
32647,1,3,3,2,4
32648,1,1,3,2,10
32649,1,2,2,1,4
32650,1,3,3,1,1
32651,2,3,3,2,1
32652,1,1,2,1,8
32653,1,1,3,1,3
32654,1,1,3,2,7
32655,1,1,2,1,7
32656,1,3,3,2,4
32657,1,1,3,1,5
32658,2,1,3,1,9
32659,1,1,3,1,6
32660,1,1,3,2,7
32661,1,1,3,1,3
32662,1,3,3,1,3
32663,1,1,2,1,4
32664,1,3,3,2,3
32665,1,1,2,1,6
32666,1,1,3,1,11
32667,1,1,3,1,7
32668,2,1,2,1,4
32669,1,1,3,2,6
32670,1,1,2,1,8
32671,1,3,3,2,8
32672,1,1,2,1,6
32673,1,1,2,1,9
32674,2,2,3,1,7
32675,3,2,3,1,6
32676,1,2,3,1,5
32677,4,2,3,1,6
32678,1,1,3,1,6
32679,1,1,3,1,6
32680,1,3,2,1,2
32681,1,1,2,1,11
32682,1,1,3,1,3
32683,1,1,3,2,7
32684,1,1,2,1,2
32685,1,1,3,1,5
32686,1,1,3,1,9
32687,1,1,3,1,10
32688,1,1,3,1,6
32689,1,1,3,1,4
32690,1,1,3,2,6
32691,1,1,3,1,6
32692,1,3,3,2,2
32693,1,1,2,1,8
32694,1,1,3,1,6
32695,1,1,3,1,5
32696,1,1,3,1,7
32697,1,1,3,1,8
32698,1,1,3,1,8
32699,1,1,3,2,6
32700,1,3,2,2,8
32701,1,1,3,1,9
32702,2,2,3,2,9
32703,1,1,2,2,5
32704,1,1,3,1,2
32705,1,1,2,1,6
32706,1,1,2,1,5
32707,1,2,3,2,10
32708,1,1,3,1,4
32709,1,1,3,2,7
32710,2,1,3,1,9
32711,1,1,2,1,8
32712,1,1,3,1,11
32713,1,2,3,2,4
32714,2,1,3,1,5
32715,1,1,3,1,7
32716,2,1,3,1,7
32717,3,2,3,1,2
32718,1,1,3,1,8
32719,2,1,3,1,4
32720,3,2,3,2,4
32721,1,2,3,2,8
32722,1,1,3,2,4
32723,1,1,3,1,3
32724,1,1,3,1,9
32725,1,2,3,2,8
32726,1,1,2,1,9
32727,2,1,3,1,10
32728,1,2,3,2,-1
32729,1,1,3,1,10
32730,1,3,3,1,3
32731,1,3,3,2,7
32732,1,3,2,2,7
32733,1,1,2,1,6
32734,1,1,2,1,5
32735,1,2,3,2,4
32736,2,1,3,1,7
32737,1,2,3,1,-1
32738,1,1,3,1,8
32739,1,1,3,-1,6
32740,1,1,2,1,9
32741,1,2,3,1,6
32742,1,2,3,2,11
32743,2,2,3,2,7
32744,1,1,3,1,7
32745,1,1,2,2,10
32746,1,1,3,1,7
32747,1,3,3,2,6
32748,1,1,3,1,2
32749,1,1,3,1,7
32750,2,2,2,1,8
32751,3,2,3,1,7
32752,4,2,3,2,7
32753,5,1,3,1,5
32754,1,1,3,1,6
32755,2,1,3,2,7
32756,1,3,3,1,3
32757,1,3,3,2,5
32758,1,1,1,1,8
32759,1,2,3,1,1
32760,1,1,2,1,6
32761,1,1,3,2,7
32762,1,1,3,1,10
32763,1,1,3,1,6
32764,1,1,2,2,9
32765,1,2,2,2,7
32766,1,2,3,1,4
32767,2,1,2,1,4
32768,3,2,3,1,4
32769,4,2,3,1,4
32770,5,2,3,1,4
32771,6,2,3,1,4
32772,1,1,3,1,11
32773,2,2,3,2,6
32774,1,2,3,2,4
32775,2,1,2,1,7
32776,1,1,2,1,8
32777,1,1,3,1,5
32778,1,1,3,1,5
32779,1,3,3,2,3
32780,1,3,3,1,2
32781,1,1,3,1,8
32782,1,1,3,1,10
32783,1,2,3,2,-1
32784,1,1,3,1,8
32785,2,2,3,2,8
32786,1,1,2,1,9
32787,2,2,3,1,8
32788,3,2,2,1,3
32789,1,3,3,1,7
32790,1,1,3,2,8
32791,2,1,3,2,8
32792,3,2,3,1,2
32793,1,1,3,1,5
32794,1,3,3,1,4
32795,1,1,3,1,7
32796,1,1,2,1,7
32797,1,1,3,1,7
32798,1,3,3,1,11
32799,1,1,3,1,6
32800,1,1,3,2,8
32801,1,1,2,2,10
32802,1,1,2,2,7
32803,1,3,2,2,2
32804,1,3,3,1,3
32805,1,3,3,2,7
32806,1,3,3,2,3
32807,1,1,3,1,6
32808,1,1,3,1,7
32809,1,1,2,1,8
32810,1,1,3,1,8
32811,1,2,3,2,4
32812,1,3,3,2,8
32813,1,1,2,1,6
32814,1,1,3,1,9
32815,1,1,3,2,7
32816,2,1,2,1,5
32817,1,1,2,1,10
32818,1,2,3,2,-1
32819,1,3,2,1,6
32820,1,1,2,1,6
32821,1,1,2,1,6
32822,1,1,3,1,5
32823,1,1,3,2,4
32824,1,1,3,1,7
32825,2,1,2,1,5
32826,1,1,2,1,5
32827,1,1,3,1,4
32828,1,1,3,2,6
32829,1,1,2,1,6
32830,2,2,3,2,6
32831,1,2,3,2,9
32832,1,3,3,2,3
32833,1,3,2,1,3
32834,1,3,2,1,6
32835,1,3,3,1,9
32836,1,3,3,2,9
32837,1,3,3,2,-1
32838,1,3,2,2,5
32839,1,1,2,1,5
32840,1,1,2,1,6
32841,2,2,3,1,7
32842,1,1,3,1,8
32843,1,3,2,1,6
32844,1,1,3,1,6
32845,1,1,3,1,6
32846,1,1,3,1,6
32847,1,2,3,2,6
32848,1,3,3,2,6
32849,1,1,3,2,8
32850,2,2,3,2,6
32851,3,2,3,1,1
32852,1,3,2,1,3
32853,1,1,2,2,6
32854,1,1,3,2,7
32855,1,2,3,1,4
32856,2,1,3,2,8
32857,1,1,2,1,7
32858,1,1,3,1,4
32859,1,1,2,1,4
32860,1,1,2,1,9
32861,1,1,3,2,6
32862,1,1,2,2,7
32863,1,3,2,1,3
32864,1,1,2,1,10
32865,1,1,2,1,7
32866,1,1,3,1,4
32867,2,2,2,1,4
32868,1,2,3,2,9
32869,1,1,3,2,8
32870,2,1,3,1,8
32871,1,3,2,2,8
32872,1,3,3,2,7
32873,1,1,3,1,9
32874,1,1,3,1,10
32875,1,1,2,1,6
32876,1,3,3,2,1
32877,1,3,3,2,10
32878,1,3,2,1,4
32879,1,2,3,2,2
32880,1,3,3,1,7
32881,1,1,3,1,6
32882,2,2,3,1,6
32883,1,1,3,1,7
32884,1,1,3,1,7
32885,1,1,3,2,8
32886,1,3,3,1,7
32887,1,3,2,2,5
32888,1,3,3,1,9
32889,1,1,3,2,10
32890,1,1,3,1,7
32891,1,1,3,1,8
32892,1,2,2,2,3
32893,2,1,2,1,3
32894,1,1,2,2,11
32895,1,3,3,1,7
32896,1,1,2,1,7
32897,2,1,3,1,5
32898,1,1,3,1,8
32899,2,1,3,2,5
32900,1,1,3,2,7
32901,1,3,2,1,6
32902,1,1,3,1,9
32903,1,1,2,1,9
32904,1,3,2,1,3
32905,1,2,3,2,7
32906,2,2,3,1,7
32907,3,2,3,2,7
32908,1,1,3,1,6
32909,3,2,3,1,8
32910,2,1,3,2,5
32911,1,1,1,1,8
32912,1,1,2,1,8
32913,1,3,3,2,6
32914,1,3,2,2,10
32915,1,1,2,1,8
32916,1,1,3,2,8
32917,2,1,3,2,11
32918,1,1,3,1,5
32919,1,3,3,1,9
32920,1,1,3,1,3
32921,1,3,3,1,5
32922,1,1,3,1,8
32923,1,1,2,1,9
32924,1,1,3,1,6
32925,1,1,3,1,9
32926,2,1,3,1,6
32927,1,3,3,2,9
32928,1,1,2,1,6
32929,2,2,2,2,5
32930,1,1,3,1,11
32931,1,1,3,1,10
32932,1,1,3,1,4
32933,1,3,3,2,11
32934,1,1,3,2,6
32935,1,3,3,2,7
32936,2,1,3,1,7
32937,3,1,3,1,6
32938,1,1,3,1,9
32939,1,2,3,2,-1
32940,1,1,3,1,5
32941,1,1,3,2,6
32942,1,1,2,1,6
32943,1,1,3,1,9
32944,1,3,2,2,10
32945,1,1,3,2,3
32946,1,2,3,2,6
32947,1,3,3,2,-1
32948,1,3,3,1,11
32949,1,1,3,1,3
32950,1,3,3,1,3
32951,1,1,3,2,7
32952,2,2,3,1,1
32953,1,1,2,1,10
32954,1,1,2,1,10
32955,1,1,3,1,8
32956,1,1,1,1,9
32957,1,1,3,1,4
32958,1,1,2,1,4
32959,1,1,2,1,8
32960,1,1,2,1,4
32961,2,1,2,1,10
32962,1,1,3,2,6
32963,1,1,2,1,6
32964,1,3,3,1,3
32965,1,1,2,1,7
32966,1,3,3,1,7
32967,1,1,2,1,4
32968,1,1,3,2,9
32969,1,1,3,1,9
32970,1,1,3,1,8
32971,1,1,3,2,11
32972,1,1,3,1,8
32973,1,1,3,2,6
32974,1,1,3,2,7
32975,2,2,3,2,2
32976,1,3,3,1,5
32977,2,3,3,1,5
32978,1,3,3,1,3
32979,1,3,3,2,3
32980,1,1,3,2,7
32981,1,3,3,1,3
32982,1,1,3,1,9
32983,1,1,3,2,8
32984,3,2,3,2,3
32985,2,1,2,1,9
32986,1,1,3,1,8
32987,1,3,3,1,4
32988,1,2,3,1,6
32989,1,3,2,2,4
32990,1,2,3,2,6
32991,2,1,3,1,8
32992,3,2,3,2,7
32993,1,1,3,2,6
32994,1,1,3,1,8
32995,2,2,3,2,9
32996,3,1,3,2,9
32997,1,2,3,2,9
32998,1,1,3,1,7
32999,1,1,2,1,6
33000,1,1,3,1,5
33001,1,1,3,2,8
33002,1,3,2,2,6
33003,1,1,2,1,5
33004,1,1,3,2,7
33005,1,1,3,1,7
33006,1,1,2,1,4
33007,1,1,3,2,5
33008,3,1,3,2,7
33009,1,1,3,2,8
33010,2,2,3,2,6
33011,1,1,3,1,6
33012,1,1,3,1,5
33013,2,2,3,2,6
33014,1,1,3,1,8
33015,1,3,2,1,6
33016,1,1,3,1,7
33017,1,3,3,1,7
33018,1,1,3,1,7
33019,1,1,2,1,6
33020,1,1,3,1,6
33021,1,2,3,2,4
33022,1,3,2,1,5
33023,1,1,3,1,7
33024,1,1,2,1,6
33025,1,2,3,1,7
33026,1,3,2,2,3
33027,1,1,3,1,7
33028,1,1,3,1,5
33029,1,1,3,2,9
33030,1,1,2,1,4
33031,1,1,3,2,9
33032,1,1,2,2,11
33033,1,1,2,2,4
33034,2,2,3,2,-1
33035,3,2,3,2,-1
33036,1,2,3,2,5
33037,2,1,3,1,7
33038,1,1,3,1,7
33039,1,1,3,1,7
33040,1,1,3,2,8
33041,1,1,3,1,8
33042,1,3,3,1,2
33043,1,1,3,1,4
33044,1,3,3,2,7
33045,1,1,3,2,8
33046,1,1,3,1,10
33047,1,3,3,2,3
33048,1,3,3,1,7
33049,1,1,3,2,8
33050,1,3,3,1,6
33051,1,3,3,1,4
33052,1,3,3,2,7
33053,1,1,3,2,8
33054,1,1,2,1,4
33055,1,3,2,2,11
33056,1,1,3,1,8
33057,1,1,3,2,3
33058,1,1,3,1,-1
33059,1,1,2,1,8
33060,1,1,3,2,8
33061,2,1,3,2,8
33062,1,1,3,2,6
33063,1,1,3,2,9
33064,1,1,3,1,6
33065,1,1,3,1,4
33066,1,1,3,1,6
33067,1,3,3,1,2
33068,1,1,3,2,10
33069,1,1,2,1,5
33070,1,1,3,2,4
33071,2,2,3,2,4
33072,1,1,3,1,4
33073,1,1,2,2,7
33074,2,1,3,1,8
33075,1,1,2,1,8
33076,1,2,3,1,7
33077,1,1,3,2,4
33078,1,1,3,1,4
33079,1,1,3,1,7
33080,2,2,3,2,6
33081,1,1,3,2,6
33082,2,2,3,2,6
33083,1,3,3,2,11
33084,1,1,3,2,5
33085,1,1,3,2,7
33086,1,1,3,1,7
33087,2,2,3,1,7
33088,1,1,3,1,5
33089,1,1,3,2,-1
33090,2,1,3,2,7
33091,3,2,3,1,1
33092,1,1,3,1,5
33093,1,1,3,1,5
33094,1,2,3,1,8
33095,1,3,2,2,8
33096,1,1,2,1,9
33097,1,1,2,1,4
33098,2,2,2,1,5
33099,3,1,2,1,5
33100,4,2,1,1,6
33101,5,2,2,1,7
33102,1,1,3,1,9
33103,1,1,3,2,7
33104,2,2,3,2,7
33105,1,2,3,1,1
33106,2,2,3,2,8
33107,1,1,3,1,6
33108,2,2,3,2,3
33109,1,1,3,1,6
33110,1,1,3,2,-1
33111,1,1,3,1,7
33112,1,1,3,1,5
33113,1,1,3,2,8
33114,1,1,3,1,8
33115,1,1,1,1,7
33116,1,1,3,1,6
33117,1,1,3,1,8
33118,1,1,3,1,10
33119,1,3,3,2,6
33120,1,1,2,1,6
33121,2,1,3,1,9
33122,1,2,3,1,9
33123,1,1,3,2,6
33124,1,3,3,1,7
33125,1,1,3,2,6
33126,1,1,3,2,6
33127,1,1,3,1,10
33128,1,1,2,1,4
33129,2,1,2,1,9
33130,3,2,1,2,9
33131,1,1,2,2,9
33132,1,1,3,1,7
33133,1,1,3,2,6
33134,1,3,2,1,7
33135,1,1,3,1,5
33136,1,1,2,1,8
33137,1,1,3,2,5
33138,1,1,2,1,7
33139,1,1,3,1,5
33140,1,3,3,2,9
33141,1,1,3,1,7
33142,1,1,3,1,6
33143,1,3,3,1,9
33144,1,1,1,1,6
33145,2,2,1,1,6
33146,1,2,3,2,5
33147,1,1,3,1,6
33148,1,3,3,1,1
33149,1,1,3,1,9
33150,1,1,2,1,5
33151,1,1,2,1,6
33152,2,2,2,1,3
33153,1,1,3,1,2
33154,1,1,2,1,9
33155,2,2,2,2,9
33156,1,2,3,2,3
33157,1,1,3,2,7
33158,1,3,3,1,8
33159,1,1,1,1,11
33160,1,2,2,2,8
33161,2,1,2,1,9
33162,3,2,2,1,8
33163,4,2,3,2,8
33164,5,2,3,2,9
33165,1,1,2,1,7
33166,1,1,3,2,6
33167,1,1,3,1,6
33168,1,1,3,2,8
33169,2,1,3,2,9
33170,1,1,3,1,5
33171,1,1,3,2,8
33172,2,1,3,1,7
33173,1,3,3,1,7
33174,1,3,3,2,9
33175,1,3,3,1,11
33176,1,1,3,2,6
33177,1,3,3,2,11
33178,1,3,3,1,2
33179,1,1,3,1,11
33180,2,1,3,1,4
33181,1,1,2,1,7
33182,1,1,2,1,4
33183,1,3,3,1,6
33184,1,1,3,1,6
33185,1,1,3,2,6
33186,2,1,3,2,7
33187,1,3,3,1,8
33188,1,2,3,2,5
33189,1,1,3,2,7
33190,1,1,3,2,5
33191,1,1,3,2,7
33192,1,1,3,1,7
33193,1,1,3,1,8
33194,1,3,2,2,4
33195,1,1,2,1,3
33196,1,2,3,2,5
33197,1,1,2,1,8
33198,2,3,3,2,9
33199,3,3,3,2,8
33200,1,3,2,1,2
33201,1,1,3,1,8
33202,1,1,3,2,11
33203,1,3,3,1,7
33204,1,1,2,1,9
33205,1,1,3,1,10
33206,2,1,3,1,8
33207,1,1,3,1,6
33208,1,1,2,1,3
33209,1,1,3,2,8
33210,1,1,3,1,9
33211,2,2,3,1,8
33212,1,1,2,1,9
33213,1,3,3,1,5
33214,1,1,3,1,7
33215,2,1,3,1,6
33216,1,1,3,2,5
33217,1,1,3,2,5
33218,1,3,2,1,9
33219,1,3,3,2,7
33220,1,1,3,2,7
33221,1,1,3,1,5
33222,1,1,3,1,3
33223,1,1,3,1,6
33224,1,1,3,2,9
33225,2,1,3,1,4
33226,1,2,3,1,11
33227,1,1,2,1,6
33228,1,1,2,1,6
33229,1,1,3,2,7
33230,1,1,3,2,7
33231,3,2,3,2,2
33232,2,2,3,2,1
33233,1,1,3,1,5
33234,1,1,2,1,9
33235,1,3,3,1,2
33236,1,1,3,1,6
33237,1,1,3,1,4
33238,1,1,2,1,6
33239,1,2,3,2,5
33240,2,2,2,1,7
33241,3,2,3,1,6
33242,4,2,3,1,8
33243,5,2,2,1,6
33244,6,2,3,2,5
33245,7,2,3,2,6
33246,1,3,3,1,2
33247,1,1,3,1,9
33248,2,1,3,1,6
33249,3,1,3,1,10
33250,1,1,2,1,5
33251,2,1,2,2,6
33252,1,3,2,2,10
33253,1,1,2,1,4
33254,2,1,2,1,10
33255,1,1,3,1,7
33256,1,3,2,1,8
33257,1,1,3,1,-1
33258,1,1,3,2,7
33259,1,1,3,2,6
33260,1,3,2,1,8
33261,1,3,3,2,7
33262,1,1,3,2,7
33263,1,1,2,1,9
33264,1,1,3,2,11
33265,1,1,3,1,5
33266,1,3,3,1,2
33267,1,1,3,1,8
33268,1,1,3,2,7
33269,2,2,3,2,7
33270,1,1,3,1,6
33271,1,1,3,1,8
33272,1,1,3,2,6
33273,2,1,2,2,8
33274,1,1,3,1,6
33275,1,1,3,1,4
33276,1,3,3,1,4
33277,1,1,3,1,7
33278,1,1,3,2,5
33279,1,1,3,1,5
33280,2,2,3,2,8
33281,3,2,3,2,6
33282,1,1,3,1,7
33283,2,2,3,2,7
33284,1,1,3,1,4
33285,2,2,3,1,4
33286,1,1,3,1,8
33287,2,2,3,2,7
33288,1,1,3,1,8
33289,1,1,3,2,8
33290,1,1,2,1,6
33291,2,2,2,1,6
33292,3,2,2,2,6
33293,1,1,2,1,6
33294,1,1,2,1,7
33295,1,1,1,1,10
33296,1,1,3,1,6
33297,1,1,3,1,5
33298,1,1,3,1,-1
33299,1,1,3,1,8
33300,1,1,3,1,7
33301,2,2,3,2,7
33302,1,3,3,1,3
33303,1,1,3,1,6
33304,1,1,3,1,6
33305,2,1,3,2,7
33306,1,1,3,1,6
33307,1,1,3,1,4
33308,1,1,2,1,5
33309,1,1,3,1,4
33310,1,1,3,2,6
33311,2,1,3,2,6
33312,1,3,2,1,9
33313,1,1,2,1,5
33314,1,1,2,1,4
33315,1,1,3,1,6
33316,1,1,3,1,3
33317,1,2,3,1,7
33318,1,1,3,1,8
33319,2,1,3,1,8
33320,3,2,3,2,8
33321,1,1,2,2,6
33322,1,1,2,1,7
33323,1,1,3,2,6
33324,1,1,3,1,11
33325,2,1,3,1,6
33326,1,1,3,1,7
33327,1,1,3,1,6
33328,1,1,2,1,8
33329,1,3,3,1,10
33330,1,1,3,1,9
33331,1,1,3,1,8
33332,1,1,3,1,7
33333,1,3,2,2,10
33334,1,3,3,2,7
33335,1,1,2,1,-1
33336,1,1,3,1,8
33337,1,1,3,2,7
33338,1,1,3,1,7
33339,1,2,3,2,7
33340,2,2,3,2,3
